name,carac,coef,term_col,deg
PWY.1622..formaldehyde.assimilation.I..serine.pathway.,pathway,0.864232442868305,preterm,20
PWY.181..photorespiration,pathway,1.16578709650827,preterm,4
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.,pathway,-0.175505077747912,term,78
PWY.2221..Entner.Doudoroff.pathway.III..semi.phosphorylative.,pathway,1.18369680499036,preterm,26
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type,pathway,-0.0515338550529162,term,117
PWY.2942..L.lysine.biosynthesis.III,pathway,2.18094347910243,preterm,101
PWY.3801..sucrose.degradation.II..sucrose.synthase.,pathway,0.0379328213165827,preterm,69
PWY.4041...gamma..glutamyl.cycle,pathway,-0.367053200883679,term,90
PWY.4984..urea.cycle,pathway,1.00249555709198,preterm,40
PWY.5005..biotin.biosynthesis.II,pathway,2.62842015257103,preterm,88
PWY.5028..L.histidine.degradation.II,pathway,-0.680698135364497,term,22
PWY.5030..L.histidine.degradation.III,pathway,1.18526634419651,preterm,56
PWY.5130..2.oxobutanoate.degradation.I,pathway,1.71007133581692,preterm,28
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,pathway,-0.908295711274226,term,138
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.,pathway,-1.7374635955838,term,114
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.,pathway,-2.95476900074392,term,116
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.,pathway,0.0405293201761203,preterm,73
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.,pathway,0.279445364964425,preterm,58
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.,pathway,-0.367053200883679,term,138
PWY.5367..petroselinate.biosynthesis,pathway,0.276501928092212,preterm,115
PWY.5392..reductive.TCA.cycle.II,pathway,-1.31440599319476,term,11
PWY.5415..catechol.degradation.I..meta.cleavage.pathway.,pathway,-2.95476900074392,term,25
PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.,pathway,-3.39171344725927,term,115
PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate,pathway,-3.39171344725927,term,115
PWY.5497..purine.nucleobases.degradation.II..anaerobic.,pathway,0.309246585264651,preterm,93
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis,pathway,-0.919678300273169,term,28
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation,pathway,-1.74636534231229,term,149
PWY.5654..2.amino.3.carboxymuconate.semialdehyde.degradation.to.2.hydroxypentadienoate,pathway,0.989236214069532,preterm,40
PWY.5656..mannosylglycerate.biosynthesis.I,pathway,2.84664192514454,preterm,74
PWY.5675..nitrate.reduction.V..assimilatory.,pathway,-0.367053200883679,term,122
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II,pathway,-0.645404859976429,term,18
PWY.5692..allantoin.degradation.to.glyoxylate.II,pathway,2.05365637194071,preterm,53
PWY.5705..allantoin.degradation.to.glyoxylate.III,pathway,-0.252575807677693,term,101
PWY.5723..Rubisco.shunt,pathway,-1.50094614510237,term,138
PWY.5747..2.methylcitrate.cycle.II,pathway,0.00885120640101637,preterm,78
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I,pathway,-1.41827837786415,term,107
PWY.5845..superpathway.of.menaquinol.9.biosynthesis,pathway,-1.24060675071974,term,124
PWY.5850..superpathway.of.menaquinol.6.biosynthesis,pathway,-1.7374635955838,term,120
PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation.,pathway,-1.50094614510237,term,113
PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I,pathway,-1.7374635955838,term,118
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,pathway,-1.41827837786415,term,118
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis,pathway,-1.24060675071974,term,122
PWY.5896..superpathway.of.menaquinol.10.biosynthesis,pathway,-1.7374635955838,term,120
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.,pathway,1.25095956929052,preterm,73
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine,pathway,-1.13454853426617,term,66
PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.,pathway,0.512634869213554,preterm,118
PWY.5972..stearate.biosynthesis.I..animals.,pathway,-1.75316464808719,term,37
PWY.5994..palmitate.biosynthesis..type.I.fatty.acid.synthase.,pathway,1.06273203371817,preterm,10
PWY.6168..flavin.biosynthesis.III..fungi.,pathway,2.09520874366112,preterm,48
PWY.6182..superpathway.of.salicylate.degradation,pathway,-3.39145305790042,term,100
PWY.6185..4.methylcatechol.degradation..ortho.cleavage.,pathway,-3.22856695184125,term,121
PWY.6210..2.aminophenol.degradation,pathway,0.989236214069532,preterm,40
PWY.6215..4.chlorobenzoate.degradation,pathway,-0.115169487482484,term,24
PWY.622..starch.biosynthesis,pathway,-0.949113912209086,term,56
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.,pathway,0.276501928092212,preterm,116
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.,pathway,0.276501928092212,preterm,110
PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.,pathway,-0.454866999828313,term,94
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.,pathway,0.542571389487949,preterm,18
PWY.6305..superpathway.of.putrescine.biosynthesis,pathway,-0.52063651298762,term,143
PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain.,pathway,-0.220348555270002,term,23
PWY.6328..L.lysine.degradation.X,pathway,1.23128439265465,preterm,4
PWY.6353..purine.nucleotides.degradation.II..aerobic.,pathway,0.386223053036831,preterm,115
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis,pathway,0.140238154865781,preterm,5
PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants.,pathway,-1.05193072887303,term,8
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation,pathway,-1.38598080511306,term,124
