feature	acetate	propionate	isobutyrate	butyrate
CB10	10.435486703962	5.66030098632864	6.30399539846049	6.70558464305864
CB11	9.98325490882072	5.82760734608405	-1.12553088208386	3.50990693199754
CB12	9.90360431911867	6.08841605901933	-0.58820816022481	-3.09722180771267
CB13	11.4727051996109	6.16592709135332	6.47188200258045	6.96261197245484
CB14	10.4058882868797	6.42140345847554	4.34788178576183	9.66457590993146
CB15	7.77200152302732	-0.284541678997254	-4.38887833881199	0.159558285884053
CB16	10.7494785343849	NA	4.25178869986618	6.82054744419898
CB17	8.81599671519668	0.799906245772326	-2.08939028982145	5.09548505308683
CB18	10.1779835842069	3.64755983523467	3.39620967920284	6.16410969426674
CB19	10.7756332092789	6.38424416235122	4.37932173549513	3.81649539714883
CB20	9.91037017673701	4.95736590896876	-2.87446911791614	-0.459431618637297
CB21	9.12970990146745	4.36317371748594	-0.437858206688945	-1.56071495447448
CB23	9.81786668987481	1.85784761602695	-1.54303182025524	6.17635700068684
CB24	9.32227453201174	4.99364776623428	5.20124560403754	5.40251356786999
CB25	10.5435506790753	6.17545932224817	0.282063634009423	-1.89784545600551
CB26	11.1496676129233	5.08927922186232	-2.49066520409221	-1.15808986500534
CB27	8.72294701870698	4.65490377439309	1.42908044765637	2.98916827973849
CB28	9.5007256635077	2.6179569646417	0.730579959152895	5.54497052526427
CB29	5.79831200518356	4.1409882046429	1.76488370371085	2.23016623093322
CB30	7.33813036834719	6.08473069866746	5.56834507232038	6.38980427884658
CB31	10.5510583196877	2.05726720067285	-5.14974711950468	-2.82781902461732
CB32	11.8047031605006	-2.18535504201192	-3.4391116342577	-2.33219643034119
CB33	10.5172808458544	6.33889795332981	-2.55537570473281	8.24440404197003
CB34	10.1479734935383	2.06965438389135	-4.08746284125034	-1.17185502854071
CB35	11.0261706470547	2.6453716727018	-3.33762190199251	-2.33762190199251
CB36	7.55625139108806	0.538539153669398	0.701615145973521	0.199105019539733
CB37	8.98354510176606	6.36509129669002	NA	1.24695240632362
