"acetate","propionate","isobutyrate","butyrate"
1384.82379489052,50.5731938341564,79.0117548293052,104.371545888768
1012.18333333333,56.7916666666667,0.458333333333333,11.3916666666667
957.815730337079,68.0449438202247,0.665168539325843,0.11685393258427
2842.02828897873,71.8007541089895,88.7627218618867,124.725442062714
1356.70212701035,85.7107026165542,20.3630503504381,811.572353580574
218.577565632458,0.821002386634845,0.0477326968973747,1.11694510739857
1721.53349351992,NA,19.0509191480244,113.028865254487
450.691588785047,1.74098798397864,0.23497997329773,34.1895861148198
1158.45282835338,12.5321308676806,10.5283662665094,71.7103619462911
1753.02786036733,83.5312523222394,20.8116830417989,14.0889813050729
560.165725047081,20.5800376647834,0.738229755178908,0.338983050847458
902.552278820375,3.62466487935657,0.343163538873995,72.3217158176944
640.153702879988,31.8594126788299,36.7900977409229,42.2978834224472
1492.53668763103,72.2767295597484,1.21593291404612,0.268343815513627
2271.87479406919,34.0428336079077,0.177924217462932,0.448105436573311
422.54085155351,25.1921749136939,2.692750287687,7.94016110471807
724.441640378549,6.13880126182965,1.65930599369085,46.6876971608833
1465.6052344602,80.9465648854962,0.170119956379498,303.258451472192
188.216773165951,1.45250099676852,1.62632449928398,1.14798597730229
506.247818499127,355.448516579407,0.146596858638743,0.677137870855148
318.251256281407,327.87135678392,8.74773869346734,82.2834170854271
1586.83771251932,29.9721792890263,0.259659969088099,1.34157650695518
236.817204301075,123.913978494624,7.55555555555555,6.86021505376344
1916.94805194805,6.03896103896104,0.402597402597403,1.35930735930736
417.495135843588,9.763790015198,0.406517700072518,0.743332816751845
1745.70570570571,176.438438438438,1.50750750750751,11.1351351351351
4596.32653061224,35.4530612244898,2.7265306122449,13.5591836734694
617.17094017094,25.2393162393162,1.46153846153846,24.2735042735043
432.995260663507,26.9763033175355,1.48815165876777,5.8436018957346
4146.95384615385,164.615384615385,11.3230769230769,58.5846153846154
57.6249657921505,5.87877529483744,0.994580232735587,2.51371541466803
1277.71900826446,135.743801652893,21.5867768595041,98.2892561983471
951.310621242485,94.3406813627254,3.97595190380762,8.64929859719439
1406.01814882033,32.8130671506352,4.3049001814882,51.7531760435572
468.639175257732,40.3092783505155,2.02061855670103,15.6082474226804
749.888,88.3904,1.0368,4.0576
293.352033660589,53.234221598878,0.0504908835904628,0.0841514726507714
473.028985507246,16.7777777777778,0.0676328502415459,1.82125603864734
479.2,29.5847133757962,0.208917197452229,0.193630573248408
1180.52736318408,10.3383084577114,0.054726368159204,0.0696517412935324
550.853368560106,88.9828269484808,1.35799207397622,0.317040951122853
810.361733931241,45.9073243647235,0.137518684603886,1.34529147982063
67.06463878327,186.631178707224,15.277566539924,23.5665399239544
1202.1325648415,483.746397694524,0.414985590778098,54.9164265129683
1512.53333333333,43.1308641975309,0.0888888888888889,26.1728395061728
1592.94290976059,12.4567219152855,0.375690607734807,0.184162062615101
