"var1","var2","cor","p_value","FDR"
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.","HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate",0.805116796440489,8.10943352469451e-08,7.46694902327928e-06
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.","PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate",0.805116796440489,8.10943352469451e-08,7.46694902327928e-06
"PWY.6305..superpathway.of.putrescine.biosynthesis","GLUCARDEG.PWY..D.glucarate.degradation.I",0.712020537601933,8.60814659553455e-08,7.8855037249248e-06
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","PWY.6305..superpathway.of.putrescine.biosynthesis",0.712020537601933,8.60814659553455e-08,7.8855037249248e-06
"PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.","GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway",0.705990133897111,8.64163256508732e-08,7.89593260921508e-06
"PWY.7118..chitin.deacetylation","HSERMETANA.PWY..L.methionine.biosynthesis.III",-0.717689004132566,8.83978474863767e-08,8.02213234739089e-06
"PWY.6803..phosphatidylcholine.acyl.editing","GALACTARDEG.PWY..D.galactarate.degradation.I",0.711567502265177,8.84711455206855e-08,8.02213234739089e-06
"PWY.6803..phosphatidylcholine.acyl.editing","GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation",0.711567502265177,8.84711455206855e-08,8.02213234739089e-06
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I","LIPASYN.PWY..phospholipases",0.764705882352941,8.89506757140168e-08,8.02487838524991e-06
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","LIPASYN.PWY..phospholipases",0.764705882352941,8.89506757140168e-08,8.02487838524991e-06
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation.",0.711265478707339,9.00984189478038e-08,8.10794991266811e-06
"LIPASYN.PWY..phospholipases","GLUCARDEG.PWY..D.glucarate.degradation.I",0.764425770308123,9.05070267620545e-08,8.12425637713859e-06
"TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.",0.710661431591664,9.34368866722934e-08,8.36623111091317e-06
"PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.","PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.",0.846923076923077,9.38685156270935e-08,8.38386647323386e-06
"PWY.6182..superpathway.of.salicylate.degradation","P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.",0.802447163515017,9.63875010917548e-08,8.5873812069926e-06
"PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.","GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol",0.735222672064777,9.79110079679657e-08,8.70141460364065e-06
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","ORNDEG.PWY..superpathway.of.ornithine.degradation",0.770206264323911,1.00179623263585e-07,8.87428672774636e-06
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.715582205655944,1.00353015675125e-07,8.87428672774636e-06
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","AST.PWY..L.arginine.degradation.II..AST.pathway.",0.709151313802477,1.02293522319385e-07,9.0235515515614e-06
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","Escherichia_coli.t__SGB10068",0.884415584415584,1.03829423281354e-07,9.13569657097386e-06
"PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.","PWY.5723..Rubisco.shunt",0.777072192513369,1.04955487190139e-07,9.13569657097386e-06
"HSERMETANA.PWY..L.methionine.biosynthesis.III","GALACTARDEG.PWY..D.galactarate.degradation.I",-0.702748414376321,1.04975992787359e-07,9.13569657097386e-06
"HSERMETANA.PWY..L.methionine.biosynthesis.III","GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation",-0.702748414376321,1.04975992787359e-07,9.13569657097386e-06
"PWY.6803..phosphatidylcholine.acyl.editing","PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I",0.70869827846572,1.05099123626218e-07,9.13569657097386e-06
"PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.",0.70869827846572,1.05099123626218e-07,9.13569657097386e-06
"PWY.8004..Entner.Doudoroff.pathway.I","PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II",0.696837944664032,1.05467941047266e-07,9.14550403362772e-06
"PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation","ORNDEG.PWY..superpathway.of.ornithine.degradation",0.708245243128964,1.07976198648885e-07,9.31805309936868e-06
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","PWY.6182..superpathway.of.salicylate.degradation",-0.817733990147783,1.07979454266882e-07,9.31805309936868e-06
"PWY.7237..myo...chiro..and.scyllo.inositol.degradation","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.",0.835213675213675,1.11128325208654e-07,9.54367919808741e-06
"PWY.7237..myo...chiro..and.scyllo.inositol.degradation","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate",0.835213675213675,1.11128325208654e-07,9.54367919808741e-06
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.","GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation",0.826007326007326,1.12162917176306e-07,9.60943016556526e-06
"PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.","FUCCAT.PWY..fucose.degradation",0.713313345758042,1.14898029757171e-07,9.82020816053755e-06
"PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.","PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.",0.843846153846154,1.16145403961099e-07,9.9031281668597e-06
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","PWY.6185..4.methylcatechol.degradation..ortho.cleavage.",-0.79888765294772,1.20871430864256e-07,1.02815541406105e-05
"PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.","PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.",0.731578947368421,1.21821838838798e-07,1.03377838820782e-05
"PWY.7242..D.fructuronate.degradation","PWY.6353..purine.nucleotides.degradation.II..aerobic.",0.798442714126808,1.24301105630664e-07,1.05231784354529e-05
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.705678042887345,1.25712734000416e-07,1.06175251416049e-05
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis","LIPASYN.PWY..phospholipases",0.758823529411765,1.2741440036379e-07,1.06854621300393e-05
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis","LIPASYN.PWY..phospholipases",0.758823529411765,1.2741440036379e-07,1.06854621300393e-05
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis","LIPASYN.PWY..phospholipases",0.758823529411765,1.2741440036379e-07,1.06854621300393e-05
"THREOCAT.PWY..superpathway.of.L.threonine.metabolism","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.",0.8064039408867,1.2824931228117e-07,1.07302925774171e-05
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","HSERMETANA.PWY..L.methionine.biosynthesis.III",-0.773729946524064,1.28885968564418e-07,1.07520232072273e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","PWY.7942..5.oxo.L.proline.metabolism",0.705225007550589,1.2911095437218e-07,1.07520232072273e-05
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.70507399577167,1.3026255141213e-07,1.08028500175938e-05
"PWY.6608..guanosine.nucleotides.degradation.III","Escherichia_coli.t__SGB10068",0.871259175607002,1.31304866091142e-07,1.08028500175938e-05
"PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.","P125.PWY..superpathway.of..R.R..butanediol.biosynthesis",0.743954480796586,1.31415665016732e-07,1.08028500175938e-05
"PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation","PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.",0.704922983992751,1.31423697258271e-07,1.08028500175938e-05
"PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.","PWY.6182..superpathway.of.salicylate.degradation",0.797552836484983,1.31428054217508e-07,1.08028500175938e-05
"PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.","COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",0.773395721925134,1.31535569547481e-07,1.08028500175938e-05
"PWY.7118..chitin.deacetylation","AST.PWY..L.arginine.degradation.II..AST.pathway.",0.704771972213833,1.32594464741231e-07,1.08648390994157e-05
"PWY.6305..superpathway.of.putrescine.biosynthesis","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.704469948655995,1.3496515949285e-07,1.10337878444887e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I",0.698238195912614,1.37026541002783e-07,1.11767356252635e-05
"THREOCAT.PWY..superpathway.of.L.threonine.metabolism","X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation",0.813902572523262,1.38266244675833e-07,1.12521636840292e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage",0.70386590154032,1.39825281131323e-07,1.13531772584037e-05
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation",0.697815362931642,1.40457510955372e-07,1.13786508761715e-05
"PWY0.1337..oleate..beta..oxidation","DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II",0.709747994489912,1.41763608407786e-07,1.1458476637956e-05
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis",0.703412866203564,1.43576655675659e-07,1.15788252836763e-05
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I",0.703261854424645,1.44847770666701e-07,1.16550257991859e-05
"TCA..TCA.cycle.I..prokaryotic.","COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",0.697110641296688,1.4635406331287e-07,1.1749764642507e-05
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.",-0.795773081201335,1.46811337309316e-07,1.17600489612391e-05
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.","PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.",0.803448275862069,1.5442829059964e-07,1.23425170245251e-05
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","PWY.6305..superpathway.of.putrescine.biosynthesis",-0.696124031007752,1.54997100487719e-07,1.23603268125542e-05
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","LIPASYN.PWY..phospholipases",0.75546218487395,1.55756516573291e-07,1.23932234100165e-05
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.",0.701751736635458,1.58147458240165e-07,1.25555024290848e-05
"PWY0.1337..oleate..beta..oxidation","NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.",0.70747913459201,1.61783656027481e-07,1.28157048674895e-05
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","PWY.7315..dTDP.N.acetylthomosamine.biosynthesis",0.701298701298701,1.62353501753643e-07,1.28323920434749e-05
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I",0.701147689519783,1.63778470785303e-07,1.2916445137474e-05
"PWY.6803..phosphatidylcholine.acyl.editing","ORNDEG.PWY..superpathway.of.ornithine.degradation",0.700996677740864,1.65215061187496e-07,1.29913581002911e-05
"TCA..TCA.cycle.I..prokaryotic.","PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.",0.694996476391825,1.65455632750167e-07,1.29913581002911e-05
"PWY0.42..2.methylcitrate.cycle.I","PWY.5367..petroselinate.biosynthesis",0.81990231990232,1.66639666510093e-07,1.30556331704816e-05
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.761650114591291,1.68091878416377e-07,1.31119005421473e-05
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.761650114591291,1.68091878416377e-07,1.31119005421473e-05
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.","PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.",0.801970443349754,1.69261743288018e-07,1.31743900669014e-05
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",0.688537549407115,1.71520558645e-07,1.33211814742419e-05
"PWY.801..homocysteine.and.cysteine.interconversion","PWY.6185..4.methylcatechol.degradation..ortho.cleavage.",0.784677419354839,1.74322889900935e-07,1.3509456756184e-05
"P164.PWY..purine.nucleobases.degradation.I..anaerobic.","Enterococcus_faecalis.t__SGB7962",0.810071154898741,1.76067640023092e-07,1.36151352975433e-05
"PWY.7942..5.oxo.L.proline.metabolism","PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I",0.698731501057082,1.88219323238314e-07,1.45233769805875e-05
"PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II","PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.",0.69245947850599,1.91434924134981e-07,1.47396640078585e-05
"PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.697674418604651,1.9994356303954e-07,1.53616854476357e-05
"P108.PWY..pyruvate.fermentation.to.propanoate.I","AST.PWY..L.arginine.degradation.II..AST.pathway.",0.716322701688555,2.01999576621148e-07,1.54535223611426e-05
"PWY0.42..2.methylcitrate.cycle.I","PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation",0.816849816849817,2.02004001081946e-07,1.54535223611426e-05
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway",0.702941414796208,2.09932232486665e-07,1.60257242261081e-05
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","HSERMETANA.PWY..L.methionine.biosynthesis.III",0.684584980237154,2.15015862004009e-07,1.63787989039557e-05
"REDCITCYC..TCA.cycle.VI..Helicobacter.","PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.",0.708362369337979,2.20371368264694e-07,1.67510372396265e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.",0.695711265478707,2.2353705531053e-07,1.69398371973775e-05
"PWY.5367..petroselinate.biosynthesis","GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation",0.756760886172651,2.2380348085882e-07,1.69398371973775e-05
"PWY.7269..mitochondrial.NADPH.production..yeast.","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.",0.771994134897361,2.28816219749461e-07,1.72826390417955e-05
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.","Klebsiella_pneumoniae.t__SGB10115",0.863354037267081,2.30255473798735e-07,1.73546562382566e-05
"PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.","GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol",0.787764182424917,2.384657968868e-07,1.78979602091971e-05
"PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate","GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol",0.787764182424917,2.384657968868e-07,1.78979602091971e-05
"FUCCAT.PWY..fucose.degradation","AST.PWY..L.arginine.degradation.II..AST.pathway.",0.700510493477028,2.40898945236268e-07,1.80426744601906e-05
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway",0.688090204369274,2.45255871167416e-07,1.83171151098223e-05
"PWY0.41..allantoin.degradation.IV..anaerobic.","PWY.7242..D.fructuronate.degradation",0.905056759545924,2.45588594793844e-07,1.83171151098223e-05
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate",0.754927425515661,2.4874053750068e-07,1.8475061211537e-05
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate",0.754927425515661,2.4874053750068e-07,1.8475061211537e-05
"PWY0.1338..polymyxin.resistance","PWY0.1337..oleate..beta..oxidation",0.70609756097561,2.50438980664569e-07,1.85626203801294e-05
"PWY.8131..5..deoxyadenosine.degradation.II","GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation",-0.754621848739496,2.53136442474045e-07,1.87155049134648e-05
"REDCITCYC..TCA.cycle.VI..Helicobacter.","PWY.7165..L.ascorbate.biosynthesis.VIII..engineered.pathway.",0.841739130434783,2.5354935839772e-07,1.87155049134648e-05
"PWY.6606..guanosine.nucleotides.degradation.II","PWY.5497..purine.nucleobases.degradation.II..anaerobic.",0.795073891625616,2.57136012926651e-07,1.89411158717887e-05
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate","GLYOXYLATE.BYPASS..glyoxylate.cycle",0.754010695187166,2.62142904272622e-07,1.92306312074819e-05
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate","GLYOXYLATE.BYPASS..glyoxylate.cycle",0.754010695187166,2.62142904272622e-07,1.92306312074819e-05
"PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.","METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation",0.692691029900332,2.64932837001908e-07,1.93954724072339e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II",0.686398872445384,2.69633805505265e-07,1.96992583547671e-05
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate","COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",0.752788388082506,2.8104420124464e-07,2.04492568913768e-05
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate","COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",0.752788388082506,2.8104420124464e-07,2.04492568913768e-05
"PWY.6305..superpathway.of.putrescine.biosynthesis","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation",0.691180912111145,2.88202099518742e-07,2.08427291647906e-05
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis",0.691180912111145,2.88202099518742e-07,2.08427291647906e-05
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II",0.691180912111145,2.88202099518742e-07,2.08427291647906e-05
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","AST.PWY..L.arginine.degradation.II..AST.pathway.",-0.697269265051454,2.88801408121486e-07,2.08438769829257e-05
"TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","PWY.6305..superpathway.of.putrescine.biosynthesis",0.69057686499547,2.98030296663754e-07,2.14665935052606e-05
"PWY.3801..sucrose.degradation.II..sucrose.synthase.","Klebsiella_pneumoniae.t__SGB10115",0.891228070175439,3.07121158726886e-07,2.20768823273174e-05
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation",-0.695972773681225,3.10326047525677e-07,2.22624666142618e-05
"P221.PWY..octane.oxidation","CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate",0.766495601173021,3.14254918531987e-07,2.24991407203883e-05
"PWY.7118..chitin.deacetylation","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.689519782543038,3.15982088050504e-07,2.25775521553846e-05
"PWY.7242..D.fructuronate.degradation","PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.",0.782869855394883,3.17553510154056e-07,2.2630756726897e-05
"GALACTARDEG.PWY..D.galactarate.degradation.I","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.68936877076412,3.18627068063293e-07,2.2630756726897e-05
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.68936877076412,3.18627068063293e-07,2.2630756726897e-05
"PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.","GLUCARDEG.PWY..D.glucarate.degradation.I",0.689066747206282,3.23978803784541e-07,2.29652117936637e-05
"REDCITCYC..TCA.cycle.VI..Helicobacter.","PWY.7883..anhydromuropeptides.recycling.II",0.701219512195122,3.28551886585871e-07,2.32432568320135e-05
"PWY.5723..Rubisco.shunt","PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.",0.688311688311688,3.37725414745194e-07,2.38139329082411e-05
"PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.","LIPASYN.PWY..phospholipases",0.734620334620335,3.38375342412434e-07,2.38139329082411e-05
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","PWY.5845..superpathway.of.menaquinol.9.biosynthesis",0.68816067653277,3.40538900633902e-07,2.38139329082411e-05
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","PWY.5850..superpathway.of.menaquinol.6.biosynthesis",0.68816067653277,3.40538900633902e-07,2.38139329082411e-05
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","PWY.5896..superpathway.of.menaquinol.10.biosynthesis",0.68816067653277,3.40538900633902e-07,2.38139329082411e-05
"PWY.5705..allantoin.degradation.to.glyoxylate.III","Escherichia_coli.t__SGB10068",0.900928792569659,3.40618029337492e-07,2.38139329082411e-05
"PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation","HSERMETANA.PWY..L.methionine.biosynthesis.III",-0.694028036625881,3.45416854230507e-07,2.41022705746857e-05
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I","GLYOXYLATE.BYPASS..glyoxylate.cycle",0.687556629417095,3.52011834570121e-07,2.45145707638443e-05
"PWY.7254..TCA.cycle.VII..acetate.producers.","PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage",0.816752136752137,3.59120074788777e-07,2.49609412293849e-05
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I",-0.680761099365751,3.68133857175934e-07,2.55377673426552e-05
"PWY1ZNC.1..assimilatory.sulfate.reduction.IV","GLUCARDEG.PWY..D.glucarate.degradation.I",0.686650558743582,3.69895508889329e-07,2.56013629288549e-05
"PWY.7616..methanol.oxidation.to.carbon.dioxide","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.",0.845849802371542,3.71200414184258e-07,2.56013629288549e-05
"PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.","PWY.7391..isoprene.biosynthesis.II..engineered.",0.845849802371542,3.71200414184258e-07,2.56013629288549e-05
"PWY.5747..2.methylcitrate.cycle.II","GALACTUROCAT.PWY..D.galacturonate.degradation.I",0.806471306471306,3.78846691351242e-07,2.60326215795645e-05
"PWY.7391..isoprene.biosynthesis.II..engineered.","PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.",0.771370967741935,3.78910687492962e-07,2.60326215795645e-05
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis",0.686046511627907,3.82282514976851e-07,2.6213867812021e-05
"PWY.6305..superpathway.of.putrescine.biosynthesis","HSERMETANA.PWY..L.methionine.biosynthesis.III",-0.679915433403805,3.85510131817313e-07,2.6384549749627e-05
"PWY.8131..5..deoxyadenosine.degradation.II","PWY.7942..5.oxo.L.proline.metabolism",0.69808362369338,3.90097436797632e-07,2.66474589427002e-05
"PC","BC",0.667961763798952,3.94621228583247e-07,2.69050343747425e-05
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.","PWY.5367..petroselinate.biosynthesis",0.787684729064039,3.95647348216954e-07,2.69236136426646e-05
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","GALACTUROCAT.PWY..D.galacturonate.degradation.I",0.697038327526132,4.12876892230685e-07,2.80426613152727e-05
"PWY.7807..glyphosate.degradation.III","PWY.7805...aminomethyl.phosphonate.degradation",0.909313725490196,4.27441771311265e-07,2.89219407611104e-05
"PWY0.1533..methylphosphonate.degradation.I","PWY.7805...aminomethyl.phosphonate.degradation",0.909313725490196,4.27441771311265e-07,2.89219407611104e-05
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation",0.822307692307692,4.58859078289464e-07,3.0989034841152e-05
"PWY.7392..taxadiene.biosynthesis..engineered.","PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.",0.682422228933857,4.65061528620581e-07,3.13486569273563e-05
"PWY.7391..isoprene.biosynthesis.II..engineered.","PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.",0.841897233201581,4.75432072821746e-07,3.1987356372184e-05
"PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.","FAO.PWY..fatty.acid..beta..oxidation.I..generic.",0.751002673796791,4.77981261681748e-07,3.20984183361694e-05
