name,carac,coef,term_col,deg
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis,pathway,-1.28863244074273,term,89
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II,pathway,-0.321830004513223,term,38
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis,pathway,0.271991582401059,preterm,131
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II,pathway,-0.321830004513223,term,38
PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I,pathway,-0.151060956024416,term,38
PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I,pathway,-0.0220521772010267,term,82
PWY.7234..inosine.5..phosphate.biosynthesis.III,pathway,-0.186231608287968,term,71
PWY.7237..myo...chiro..and.scyllo.inositol.degradation,pathway,-0.575932224148584,term,56
PWY.7238..sucrose.biosynthesis.II,pathway,0.141031678169411,preterm,56
PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II,pathway,-0.0253325031872964,term,69
PWY.7242..D.fructuronate.degradation,pathway,1.64916121588727,preterm,75
PWY.7245..superpathway.of.NAD.NADP...NADH.NADPH.interconversion..yeast.,pathway,-3.07797167919667,term,37
PWY.7254..TCA.cycle.VII..acetate.producers.,pathway,0.353283695209924,preterm,77
PWY.7268..cytosolic.NADPH.production..yeast.,pathway,-3.79320019409174,term,29
PWY.7269..mitochondrial.NADPH.production..yeast.,pathway,-2.18229684473341,term,81
PWY.7282..4.amino.2.methyl.5.diphosphomethylpyrimidine.biosynthesis.II,pathway,-0.327324331640172,term,91
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis,pathway,-0.889053533266001,term,114
PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis,pathway,-0.97782467033658,term,31
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis,pathway,-1.63241236490396,term,13
PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.,pathway,0.118920642493111,preterm,25
PWY.7345..superpathway.of.anaerobic.sucrose.degradation,pathway,-0.519932289695927,term,92
PWY.7356..thiamine.diphosphate.salvage.IV..yeast.,pathway,-1.36163337871093,term,62
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast.,pathway,-0.0632165541801852,term,97
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.,pathway,1.48973000926052,preterm,4
PWY.7385..1.3.propanediol.biosynthesis..engineered.,pathway,2.40157390192515,preterm,57
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.,pathway,0.55523667738165,preterm,79
PWY.7391..isoprene.biosynthesis.II..engineered.,pathway,-0.380263015267466,term,34
PWY.7392..taxadiene.biosynthesis..engineered.,pathway,-0.830228128576382,term,50
PWY.7396..butanol.and.isobutanol.biosynthesis..engineered.,pathway,0.948731786305199,preterm,45
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.,pathway,0.0731152208878818,preterm,77
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.,pathway,7.89389441828812,preterm,43
PWY.7446..sulfoquinovose.degradation.I,pathway,-1.76130262573411,term,56
PWY.7560..methylerythritol.phosphate.pathway.II,pathway,-0.28977231979266,term,31
PWY.7616..methanol.oxidation.to.carbon.dioxide,pathway,-0.20592870770536,term,101
PWY.7663..gondoate.biosynthesis..anaerobic.,pathway,-0.746835880966693,term,162
PWY.7664..oleate.biosynthesis.IV..anaerobic.,pathway,-0.64490405541777,term,143
PWY.7723..bacterial.bioluminescence,pathway,-3.44771400006565,term,24
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.,pathway,1.20282335776813,preterm,63
PWY.7783..plasmalogen.degradation,pathway,0.784166574843064,preterm,5
PWY.7790..UMP.biosynthesis.II,pathway,0.21079462914666,preterm,135
PWY.7791..UMP.biosynthesis.III,pathway,0.202186289897325,preterm,135
PWY.7805...aminomethyl.phosphonate.degradation,pathway,-3.12251870226704,term,2
PWY.7807..glyphosate.degradation.III,pathway,-2.15209783909489,term,10
PWY.7851..coenzyme.A.biosynthesis.II..eukaryotic.,pathway,0.228776049272846,preterm,115
PWY.7858...5Z..dodecenoate.biosynthesis.II,pathway,-0.858621858329098,term,142
PWY.7873..D.erythronate.degradation.II,pathway,1.20026856193701,preterm,40
PWY.7874..L.threonate.degradation,pathway,2.96942936021662,preterm,51
PWY.7883..anhydromuropeptides.recycling.II,pathway,-2.17909205147908,term,89
PWY.7942..5.oxo.L.proline.metabolism,pathway,-0.774740984671322,term,125
PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing.,pathway,0.365570433805753,preterm,107
PWY.7977..L.methionine.biosynthesis.IV,pathway,-1.01592641779786,term,142
PWY.8004..Entner.Doudoroff.pathway.I,pathway,-0.310748643055853,term,86
PWY.801..homocysteine.and.cysteine.interconversion,pathway,-1.95687774503839,term,39
PWY.8011..L.serine.biosynthesis.II,pathway,2.62602062713879,preterm,10
PWY.8073..lipid.IVA.biosynthesis..P..putida.,pathway,-0.898308759833452,term,173
PWY.8131..5..deoxyadenosine.degradation.II,pathway,-1.89602308778693,term,78
PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II,pathway,0.0336622463096603,preterm,40
PWY.8187..L.arginine.degradation.XIII..reductive.Stickland.reaction.,pathway,0.918746300568356,preterm,81
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.,pathway,-0.26547151612452,term,38
PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I,pathway,-0.0302237073291703,term,70
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.,pathway,-0.332122198369027,term,53
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine.,pathway,0.155911249973558,preterm,81
PWY0.1061..superpathway.of.L.alanine.biosynthesis,pathway,-0.300453185169028,term,57
PWY0.1221..putrescine.degradation.II,pathway,8.02728090409425,preterm,53
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis,pathway,-0.912103588903947,term,108
PWY0.1261..anhydromuropeptides.recycling.I,pathway,-1.16087965764703,term,135
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation,pathway,-0.57628094533565,term,115
PWY0.1296..purine.ribonucleosides.degradation,pathway,0.108475339945656,preterm,52
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation,pathway,-0.90094867674663,term,119
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation,pathway,-0.273254094073759,term,44
PWY0.1319..CDP.diacylglycerol.biosynthesis.II,pathway,0.1221702934312,preterm,42
PWY0.1337..oleate..beta..oxidation,pathway,-0.999707541683627,term,59
PWY0.1338..polymyxin.resistance,pathway,-0.971644843148983,term,119
PWY0.1415..superpathway.of.heme.b.biosynthesis.from.uroporphyrinogen.III,pathway,-1.22188863921575,term,156
PWY0.1477..ethanolamine.utilization,pathway,-1.11567548409194,term,155
PWY0.1479..tRNA.processing,pathway,-0.42452956846014,term,110
PWY0.1533..methylphosphonate.degradation.I,pathway,-2.10794355113834,term,10
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.,pathway,-0.548635881221534,term,168
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis,pathway,-0.339589470076663,term,83
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.,pathway,-0.608397649109141,term,117
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.,pathway,-1.67345825122005,term,155
PWY0.41..allantoin.degradation.IV..anaerobic.,pathway,0.806545067401895,preterm,77
PWY0.42..2.methylcitrate.cycle.I,pathway,7.17614526565485,preterm,95
PWY0.461..L.lysine.degradation.I,pathway,4.46338024858953,preterm,22
PWY0.781..aspartate.superpathway,pathway,-0.286911639996085,term,40
PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage,pathway,-0.341173116955412,term,134
PWY0.862...5Z..dodecenoate.biosynthesis.I,pathway,-0.613379966283899,term,145
PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli.,pathway,3.54001645074339,preterm,76
PWY1ZNC.1..assimilatory.sulfate.reduction.IV,pathway,-1.07331534986448,term,172
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.,pathway,0.58986195694879,preterm,76
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.,pathway,-0.359807974507143,term,141
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.,pathway,-0.359854058894902,term,141
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.,pathway,1.16275385680894,preterm,119
PWY5F9.12..biphenyl.degradation,pathway,-3.14442616873908,term,29
PWY66.389..phytol.degradation,pathway,-1.25862743914178,term,83
PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.,pathway,0.111891780533045,preterm,28
PWY66.399..gluconeogenesis.III,pathway,1.54364491961347,preterm,3
PWY66.409..superpathway.of.purine.nucleotide.salvage,pathway,-0.546745766727081,term,77
PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria.,pathway,-0.091178556120713,term,35
PWY66.430..myristate.biosynthesis..mitochondria.,pathway,0.716621445563056,preterm,76
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.,pathway,0.36883122186252,preterm,61
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.,pathway,0.640623802282955,preterm,47
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,pathway,-0.536374809182608,term,148
REDCITCYC..TCA.cycle.VI..Helicobacter.,pathway,-2.49411804056976,term,68
RHAMCAT.PWY..L.rhamnose.degradation.I,pathway,-1.07916140329173,term,169
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.,pathway,-0.16180108372822,term,31
RUMP.PWY..formaldehyde.oxidation.I,pathway,0.248827949561238,preterm,85
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II,pathway,6.20158745546529,preterm,78
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I,pathway,-0.197946264065756,term,30
SO4ASSIM.PWY..assimilatory.sulfate.reduction.I,pathway,-1.40363653886512,term,182
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis,pathway,-0.936811398784293,term,180
Staphylococcus_aureus.t__SGB7852,species,0.784976753196899,preterm,7
Staphylococcus_epidermidis.t__SGB7865,species,4.34815903566163,preterm,17
Streptococcus_salivarius.t__SGB8007_group,species,-3.16654300634886,term,64
Streptococcus_vestibularis.t__SGB8003,species,-3.13518138151872,term,5
TCA..TCA.cycle.I..prokaryotic.,pathway,-1.16820765600042,term,148
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,pathway,-1.02580586792736,term,164
THISYN.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.I,pathway,-0.552349390174166,term,99
THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.,pathway,1.60413138202782,preterm,138
THREOCAT.PWY..superpathway.of.L.threonine.metabolism,pathway,-1.86693627983622,term,52
THRESYN.PWY..superpathway.of.L.threonine.biosynthesis,pathway,-0.120638617334493,term,59
TRNA.CHARGING.PWY..tRNA.charging,pathway,0.201253687046551,preterm,49
TRPSYN.PWY..L.tryptophan.biosynthesis,pathway,-0.0344384319486756,term,115
UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..early.decarboxylation.,pathway,3.17016434868808,preterm,15
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I,pathway,0.28176094490672,preterm,106
URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants,pathway,-3.02522785997594,term,5
URSIN.PWY..ureide.biosynthesis,pathway,0.00150124274879063,preterm,5
VALSYN.PWY..L.valine.biosynthesis,pathway,0.488779266274449,preterm,87
Veillonella_parvula.t__SGB6939,species,2.80105105470659,preterm,9
X1CMET2.PWY..folate.transformations.III..E..coli.,pathway,-0.437767575903118,term,55
X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation,pathway,-0.870965243265999,term,57
acetate,SCFA,1.24171759195564,preterm,3
butyrate,SCFA,1.61608966849026,preterm,4
isobutyrate,SCFA,-0.209076368607558,term,4
propionate,SCFA,-1.2430027979597,term,6
