feature	Bifidobacterium_breve.t__SGB17247	Veillonella_parvula.t__SGB6939	Bifidobacterium_dentium.t__SGB17234	Streptococcus_salivarius.t__SGB8005	Lacticaseibacillus_rhamnosus.t__SGB7144	Enterococcus_faecalis.t__SGB7962	Enterobacter_hormaechei.t__SGB10130	Klebsiella_grimontii.t__SGB10120	Staphylococcus_epidermidis.t__SGB7865	Staphylococcus_hominis.t__SGB7858	Streptococcus_thermophilus.t__SGB8002	Streptococcus_vestibularis.t__SGB8003	Veillonella_dispar.t__SGB6952	Veillonella_atypica.t__SGB6936	Corynebacterium_kroppenstedtii.t__SGB17005	Veillonella_rogosae.t__SGB6956	Cutibacterium_avidum.t__SGB16953	Bifidobacterium_pseudocatenulatum.t__SGB17237	Anaerococcus_octavius.t__SGB6655	Anaerococcus_nagyae.t__SGB24935	Clostridium_perfringens.t__SGB6191	Negativicoccus_succinicivorans.t__SGB5794	Staphylococcus_aureus.t__SGB7852	Lancefieldella_parvula.t__SGB966	Actinomyces_sp_ph3.t__SGB17137_group	Haemophilus_parainfluenzae.t__SGB9663_group	Dermabacter_hominis.t__SGB17179	Finegoldia_magna.t__SGB6686_group	Phocaeicola_dorei.t__SGB1815	Staphylococcus_lugdunensis.t__SGB7850	Bacteroides_faecis.t__SGB1860	Streptococcus_mitis.t__SGB8180_group	Rothia_mucilaginosa.t__SGB16971_group	Escherichia_coli.t__SGB10068	Bifidobacterium_bifidum.t__SGB17256	Raoultella_ornithinolytica.t__SGB10124	Clostridium_butyricum.t__SGB6170	Rothia_mucilaginosa.t__SGB16985	Lactobacillus_acidophilus.t__SGB7044	Corynebacterium_kroppenstedtii.t__SGB17000	Klebsiella_variicola.t__SGB10114	Streptococcus_salivarius.t__SGB8007_group	Streptococcus_mitis.t__SGB8168	Corynebacterium_pseudodiphtheriticum.t__SGB17013	Dolosigranulum_pigrum.t__SGB7017	Enterococcus_gilvus.t__SGB7929	Klebsiella_pneumoniae.t__SGB10115	Veillonella_seminalis.t__SGB6923	Streptococcus_parasanguinis.t__SGB8071	Klebsiella_michiganensis.t__SGB10119	Bifidobacterium_longum.t__SGB17248	Streptococcus_pasteurianus.t__SGB8018	Enterobacter_asburiae.t__SGB10141	Enterobacter_roggenkampii.t__SGB10139	Leclercia_adecarboxylata.t__SGB10147	Acinetobacter_johnsonii.t__SGB10398	Kluyvera_cryocrescens.t__SGB23242	Stenotrophomonas_maltophilia.t__SGB12459	Acinetobacter_ursingii.t__SGB10372	Bacteroides_uniformis.t__SGB1836	Citrobacter_freundii.t__SGB10083	Parabacteroides_distasonis.t__SGB1934	Eggerthella_lenta.t__SGB14809	Enterobacter_kobei.t__SGB10133	Prevotella_bivia.t__SGB1557	Acinetobacter_guillouiae.t__SGB10380	Clostridium_neonatale.t__SGB6169	Citrobacter_braakii.t__SGB10086	Staphylococcus_haemolyticus.t__SGB7861	Serratia_marcescens.t__SGB10251	Neisseria_subflava.t__SGB9450	Erysipelatoclostridium_ramosum.t__SGB6744	Clostridium_tertium.t__SGB6183	Corynebacterium_accolens.t__SGB17097	Cutibacterium_acnes.t__SGB16955	Veillonella_sp_3627.t__SGB6934	Bifidobacterium_catenulatum.t__SGB17241	Actinomyces_urogenitalis.t__SGB15868	Veillonella_sp_3310.t__SGB6930	Gemella_haemolysans.t__SGB7285_group	Collinsella_aerofaciens.t__SGB14535_group	Intestinibacter_bartlettii.t__SGB6140	Haemophilus_parahaemolyticus.t__SGB9632	Rothia_mucilaginosa.t__SGB16986	Cellulosilyticum_lentocellum.t__SGB6079	Winkia_neuii.t__SGB17192	Peptostreptococcus_anaerobius.t__SGB746	Peptoniphilus_gorbachii.t__SGB6699	Proteus_mirabilis.t__SGB9992	Cutibacterium_granulosum.t__SGB16958	Clostridium_paraputrificum.t__SGB6187	Haemophilus_parainfluenzae.t__SGB9657	Enterobacter_bugandensis.t__SGB10135	Phytobacter_diazotrophicus.t__SGB10057	Streptococcus_sp_F0442.t__SGB8067	Haemophilus_haemolyticus.t__SGB9649	Megasphaera_micronuciformis.t__SGB5868	Scardovia_wiggsiae.t__SGB15494	Corynebacterium_bovis.t__SGB33717	Streptococcus_infantis.t__SGB8095	Corynebacterium_simulans.t__SGB17120	Atlantibacter_hermannii.t__SGB10047	Klebsiella_oxytoca.t__SGB10118
CB50	0.1116678	0.2916793	0.0083532	NA	NA	0.0508326	0.2371102	NA	0.0001563	NA	NA	NA	NA	0.0023747	NA	NA	NA	NA	NA	0.0098565	0.008805	NA	0.0020463	NA	NA	NA	NA	0.0081157	NA	NA	NA	NA	NA	NA	0.0446114	NA	0.0017033	NA	0.0116671	NA	NA	NA	NA	NA	NA	NA	0.026836	NA	NA	0.0047748	0.0013888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1613314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.23e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.0131908	0.0016924	0.0004168	NA	NA	NA	NA	0.000437	NA	NA	NA	NA	NA	NA
CB51	0.427359057264094	0.119021488097851	0.0116833988316601	NA	NA	0.0224455977554402	0.356201564379844	NA	0.000907699909230009	NA	NA	NA	NA	0.00246809975319002	NA	NA	NA	NA	NA	0.000153199984680002	0.0106843989315601	NA	0.00244229975577002	NA	NA	NA	NA	0.000180199981980002	NA	NA	NA	NA	NA	2.23999977600002e-05	0.0358096964190304	NA	NA	NA	0.000369199963080004	NA	NA	NA	NA	NA	NA	NA	0.00808139919186008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00098849990115001	NA	0.000917599908240009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB55	0.479824052017595	NA	NA	NA	0.0262710973728903	0.0450092954990704	NA	NA	0.000884399911560009	8.29999917000008e-05	NA	0.000366699963330004	NA	NA	0.000139799986020001	NA	0.0192190980780902	NA	0.00336979966302003	8.24999917500008e-05	0.00251089974891002	NA	0.000119199988080001	NA	NA	NA	NA	NA	NA	0.000135499986450001	NA	NA	NA	0.000347499965250003	0.0794727920527208	NA	NA	NA	NA	NA	0.330568466943153	0.00495869950413005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00105149989485001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00558569944143006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB57	0.0004618	NA	NA	NA	NA	0.329069	NA	NA	0.0104465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006777	0.6454338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001803	0.0097684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB58	NA	NA	NA	NA	0.00862599913740009	0.0597109940289006	0.277930672206933	NA	0.000467599953240005	NA	NA	NA	NA	NA	NA	NA	0.00488329951167005	NA	0.00310659968934003	NA	NA	0.0337662966233703	0.000138199986180001	NA	NA	NA	NA	0.00861989913801009	NA	NA	NA	NA	NA	0.110848888915111	0.425900457409954	NA	NA	NA	0.0581348941865106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00338259966174003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB59	NA	0.00114219988578001	NA	NA	NA	0.00610799938920006	0.0235137976486202	NA	0.000899499910050009	NA	NA	0.00105499989450001	0.000769999923000008	0.0102469989753001	NA	NA	NA	NA	NA	NA	0.00226259977374002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.786164821383518	0.159467884053212	NA	NA	NA	0.00389889961011004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000234699976530002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00280409971959003	0.00124459987554001	0.000186899981310002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB61	0.0446747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0873873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8665244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB63	NA	NA	NA	0.00228760022876002	NA	NA	NA	NA	0.0109463010946301	0.000341100034110003	NA	NA	0.00144120014412001	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00590350059035006	NA	NA	0.0095958009595801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.806145780614578	NA	NA	NA	NA	NA	0.00129070012907001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162040616204062	NA	NA	NA	NA	NA	NA	7.40000074000007e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB64	0.648890064889006	NA	NA	NA	NA	0.00125530012553001	0.000255200025520003	NA	NA	1.41000014100001e-05	NA	0.00851280085128009	NA	NA	NA	0.00763470076347008	NA	NA	NA	NA	NA	NA	0.000206100020610002	NA	NA	0.00502990050299005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00255220025522003	NA	3.10000031000003e-06	NA	NA	0.188582318858232	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135175313517531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000189000018900002	NA	NA	NA	NA	NA	NA	0.000236600023660002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000560100056010006	NA	NA	NA	NA	NA	NA	NA
CB66	0.000874199912580009	0.000171299982870002	NA	NA	0.00416849958315004	0.0265905973409403	0.0164680983531902	NA	0.00102639989736001	NA	NA	0.000269599973040003	0.00133699986630001	0.00096289990371001	NA	NA	0.0370227962977204	0.178234682176532	NA	NA	0.000190799980920002	NA	0.00305409969459003	NA	NA	NA	NA	0.000513899948610005	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00330389966961003	NA	NA	0.468476453152355	0.0206246979375302	NA	NA	NA	NA	0.000630499936950006	NA	0.000628599937140006	NA	NA	NA	NA	NA	NA	NA	0.000133899986610001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00175349982465002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0450162954983704	NA	0.0693083930691607	NA	0.111482188851781	NA	NA	NA	NA	0.000573699942630006	NA	NA	0.000466399953360005	NA	NA
CB67	6.09999939000006e-06	0.00200669979933002	NA	NA	NA	0.0240474975952502	0.0427500957249904	NA	0.000570499942950006	NA	8.50999914900009e-05	0.000655799934420007	0.0105520989447901	0.00405959959404004	NA	NA	0.00216899978310002	0.118027288197271	NA	NA	0.00103319989668001	NA	0.00365119963488004	NA	NA	NA	NA	0.000155299984470002	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000217499978250002	NA	NA	0.257690474230953	0.00133149986685001	NA	NA	NA	NA	0.00198409980159002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000433799956620004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00174889982511002	NA	NA	NA	NA	NA	NA	0.102809789719021	NA	0.210616278938372	NA	0.000374699962530004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB68	NA	0.0022008	NA	NA	NA	0.1494566	NA	NA	0.004163	NA	NA	0.0473053	NA	0.008971	NA	NA	NA	NA	NA	NA	0.0142356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0030966	NA	NA	NA	NA	NA	NA	6.31e-05	0.1082938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3209443	NA	NA	NA	NA	NA	0.0021795	NA	NA	NA	NA	0.1630799	NA	NA	NA	NA	NA	0.1359113	NA	NA	NA	0.0022388	NA	0.0002153	0.0004807	NA	NA	NA	NA	NA	0.0194366	0.0008868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB69	NA	0.0158365015836502	NA	NA	NA	0.182787818278782	5.41000054100005e-05	0.000283300028330003	NA	NA	NA	8.20000082000008e-05	0.0134427013442701	0.00328100032810003	NA	NA	4.42000044200004e-05	0.223247222324722	NA	NA	NA	NA	0.000177800017780002	NA	0.000303500030350003	NA	0.00134080013408001	NA	NA	NA	NA	NA	0.000267400026740003	NA	NA	0.000384900038490004	NA	NA	NA	NA	NA	0.0149146014914601	NA	NA	NA	NA	0.0350164035016403	NA	0.00379950037995004	0.00578600057860006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.386880938688094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000465500046550005	NA	NA	NA	NA	NA	0.000419500041950004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06000020600002e-05	NA	0.0228641022864102	1.30000013000001e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB70	NA	0.0008088	0.238442	NA	NA	0.0084492	0.6409096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.52e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0611367	NA	0.0357025	NA	0.0135567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB72	NA	NA	NA	NA	NA	0.0009991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9990009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB80	NA	NA	NA	NA	NA	0.00145800029160006	NA	NA	0.000985000197000039	NA	NA	0.000167300033460007	NA	NA	NA	0.00207060041412008	NA	NA	NA	NA	0.000151100030220006	NA	0.000210300042060008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0391422078284416	0.0620608124121625	NA	NA	0.000162600032520006	NA	NA	NA	4.14000082800016e-05	NA	NA	NA	NA	0.716618243323649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000123200024640005	NA	NA	0.107311021462204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.07000121400024e-05	NA	0.000713500142700028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB82	9.20000092000009e-06	NA	NA	NA	0.000234700023470002	NA	NA	NA	0.0130399013039901	NA	NA	NA	NA	NA	NA	NA	0.0140789014078901	NA	NA	NA	NA	NA	0.00107890010789001	NA	NA	NA	NA	NA	NA	3.60000036000004e-06	NA	NA	NA	1.72000017200002e-05	0.557929855792986	NA	NA	NA	NA	NA	0.00385290038529004	NA	NA	NA	NA	NA	0.000233800023380002	NA	NA	NA	0.000281200028120003	NA	0.163821116382112	0.245096824509682	NA	NA	NA	NA	NA	NA	0.000309400030940003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25000012500001e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB86	NA	NA	NA	NA	NA	1.46e-05	NA	0.1548451	0.005689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002118	NA	0.0008548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1580847	0.0461966	0.0118564	NA	NA	NA	NA	0.0002367	NA	NA	NA	NA	NA	0.0001512	NA	NA	0.4103217	0.1204992	0.0747168	0.0122133	0.0026129	0.0005856	0.0005636	0.0001279	0.0001229	9.52e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB87	NA	NA	NA	NA	NA	2.17000021700002e-05	NA	0.0603576060357606	0.000206700020670002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00158420015842002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385749938574994	0.109107410910741	0.000751800075180007	NA	NA	6.13000061300006e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.153970615397062	0.174265917426592	0.107598610759861	0.00309470030947003	NA	7.35000073500007e-05	0.00156210015621002	1.70000017000002e-06	0.000168300016830002	0.000102400010240001	NA	NA	NA	NA	NA	NA	0.000374200037420004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB88	NA	NA	NA	NA	0.0073665	0.0124485	NA	0.0158581	0.0013948	NA	NA	NA	NA	NA	NA	NA	0.0002426	0.0418757	NA	NA	NA	NA	0.0023265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359123	0.0212681	0.0003841	NA	NA	NA	NA	3.6e-05	NA	NA	NA	NA	NA	0.0035508	NA	NA	0.3040957	0.1059281	0.1229508	0.0009628	NA	NA	NA	NA	0.0001249	6.5e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB89	NA	NA	NA	NA	NA	0.0281436943712611	NA	0.107371778525644	0.00643869871226026	NA	NA	NA	NA	NA	NA	NA	NA	0.00701349859730028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565116286976743	0.025461394907721	0.00177239964552007	NA	NA	NA	NA	0.000236199952760009	NA	NA	NA	NA	NA	0.185614362877127	NA	NA	0.000419299916140017	0.0689186862162628	5.0999989800002e-05	0.00165389966922007	NA	NA	NA	2.6199994760001e-05	0.00024649995070001	8.90999821800036e-05	NA	NA	NA	NA	NA	NA	3.01999939600012e-05	NA	NA	0.00118629976274005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB92	0.226439	NA	NA	NA	NA	0.0316607	NA	NA	9.54e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012337	NA	NA	NA	0.0005048	NA	NA	NA	NA	NA	NA	NA	0.7289631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB93	NA	0.0005656	NA	NA	NA	0.0006553	NA	0.9534349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004898	NA	NA	0.0019524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0428483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.3e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB95	0.0483152	0.2547944	NA	NA	0.0029508	0.0299237	0.0533946	NA	0.0006725	NA	NA	NA	NA	NA	NA	NA	0.0017366	NA	NA	NA	NA	NA	NA	NA	NA	0.0009888	NA	NA	NA	NA	NA	NA	NA	NA	0.071369	NA	NA	NA	0.0137209	NA	NA	0.0040757	NA	NA	NA	NA	0.35315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0834166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0749555	NA	NA	NA	NA	NA	NA	9.02e-05	NA	NA	NA	NA	NA	NA	NA	NA
CB96	NA	0.0258675	NA	NA	NA	0.0032083	NA	NA	0.001928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0204208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0051681	0.011522	NA	NA	NA	NA	NA	NA	0.0008471	NA	NA	NA	NA	0.9261029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0047994	0.0001359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CB98	4.89e-05	NA	NA	NA	NA	0.0119261	NA	NA	0.0007667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031473	NA	0.00099	NA	NA	NA	NA	NA	NA	8.9e-06	NA	NA	NA	4.32e-05	0.1396198	NA	NA	NA	NA	NA	0.8422304	0.0005016	NA	NA	NA	NA	0.0001094	NA	NA	0.0003398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
